Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Palm_tip_x,Thumb_tip_x,Index_tip_x,Middle_tip_x,Ring_tip_x,Pinky_tip_x,Palm_tip_y,Thumb_tip_y,Index_tip_y,Middle_tip_y,Ring_tip_y,Pinky_tip_y,Palm_tip_z,Thumb_tip_z,Index_tip_z,Middle_tip_z,Ring_tip_z,Pinky_tip_z
27,51,169,93,37,52,61,26,42,114,128,75,36,27,22,21,-17.118799209594727,41.65822219848633,27.271852493286133,9.847151756286621,-11.697141647338867,-32.580013275146484,10.9512300491333,-19.012311935424805,-52.04817199707031,-60.738922119140625,-59.636192321777344,-45.7330207824707,139.5163116455078,105.48292541503906,114.28156280517578,104.53012084960938,102.5347900390625,102.96937561035156
24,46,164,93,37,53,68,29,43,117,125,70,45,29,24,20,-17.119911193847656,46.81897735595703,27.802459716796875,9.610145568847656,-12.103841781616211,-32.936767578125,12.12247371673584,-14.848692893981934,-52.11516189575195,-60.869239807128906,-59.17566680908203,-45.0952262878418,139.98486328125,107.6195068359375,115.48784637451172,105.51732635498047,103.3237075805664,103.69218444824219
26,49,194,110,42,53,65,32,40,114,127,87,47,30,23,20,-17.21176528930664,51.32097244262695,27.981159210205078,9.21996784210205,-12.693354606628418,-33.41340255737305,13.320981979370117,-10.496959686279297,-52.15764236450195,-60.81036376953125,-58.91171646118164,-44.445499420166016,140.58436584472656,110.09503936767578,116.92868041992188,106.76097106933594,104.53690338134766,104.63508605957031
28,50,199,112,44,54,66,32,35,96,128,84,46,29,23,20,-17.495126724243164,54.13176727294922,27.691600799560547,8.410040855407715,-13.669053077697754,-34.33924865722656,15.217462539672852,-6.646999359130859,-52.112361907958984,-60.50366973876953,-58.29014587402344,-43.41603469848633,141.90235900878906,113.2696762084961,119.8250503540039,109.27027130126953,106.92142486572266,106.53314971923828
24,49,194,104,40,47,59,29,36,104,115,81,47,27,22,21,-18.095273971557617,56.309478759765625,27.025924682617188,7.55518102645874,-14.681883811950684,-35.3768310546875,17.93885612487793,-2.9736433029174805,-51.63775634765625,-59.80760955810547,-57.372806549072266,-42.010196685791016,144.4662322998047,119.87381744384766,125.2625503540039,113.61746215820312,110.78892517089844,109.44918823242188
26,46,177,108,41,53,59,29,43,111,89,77,48,27,21,20,-18.095273971557617,56.309478759765625,27.025924682617188,7.55518102645874,-14.681883811950684,-35.3768310546875,17.93885612487793,-2.9736433029174805,-51.63775634765625,-59.80760955810547,-57.372806549072266,-42.010196685791016,144.4662322998047,119.87381744384766,125.2625503540039,113.61746215820312,110.78892517089844,109.44918823242188
28,48,183,109,42,55,53,27,47,112,112,88,51,25,20,20,-18.2678165435791,56.980220794677734,26.806642532348633,7.341366767883301,-15.0125150680542,-35.70069885253906,18.691232681274414,-2.010958194732666,-51.6884765625,-59.77226638793945,-57.372798919677734,-41.77588653564453,145.57550048828125,122.84581756591797,127.17473602294922,115.04367065429688,112.08573913574219,110.37556457519531
26,46,156,91,40,61,61,25,47,116,116,75,56,27,22,20,-18.467531204223633,57.54759216308594,26.501205444335938,7.184365749359131,-15.210197448730469,-35.84480667114258,19.365129470825195,-1.5851657390594482,-51.717838287353516,-59.712276458740234,-57.126644134521484,-41.38041305541992,147.59884643554688,127.78180694580078,129.9453582763672,117.12942504882812,113.66073608398438,111.5954360961914
29,45,152,84,41,59,73,29,52,129,114,78,59,28,22,21,-18.568798065185547,57.69978332519531,26.409814834594727,7.103362560272217,-15.281570434570312,-35.98711395263672,19.523828506469727,-1.4326492547988892,-51.796443939208984,-59.862640380859375,-57.17182540893555,-41.54180145263672,148.09934997558594,129.49465942382812,130.69903564453125,117.739990234375,114.11185455322266,112.0479965209961
30,49,159,85,43,60,71,28,50,116,109,81,60,28,22,21,-18.95427894592285,57.57548522949219,26.03057861328125,6.7886176109313965,-15.608748435974121,-36.311370849609375,19.898807525634766,-1.3959324359893799,-52.166561126708984,-60.26231002807617,-57.456783294677734,-41.82179641723633,149.56886291503906,134.38694763183594,132.76931762695312,119.34564208984375,115.40642547607422,113.242431640625
31,49,149,94,42,57,74,31,46,108,103,89,60,29,22,22,-19.462928771972656,56.363380432128906,25.495098114013672,6.3059282302856445,-16.138742446899414,-36.825687408447266,20.30936622619629,-1.8708642721176147,-52.452850341796875,-60.615760803222656,-57.77248001098633,-42.20490264892578,150.73648071289062,138.77284240722656,134.5215301513672,120.83019256591797,116.71034240722656,114.58963775634766
30,47,137,92,42,61,79,31,41,97,77,77,56,31,22,22,-19.6282901763916,55.59464645385742,25.276342391967773,6.093869686126709,-16.38116455078125,-36.996891021728516,20.48501968383789,-2.287511110305786,-52.52191925048828,-60.739139556884766,-57.92044448852539,-42.221336364746094,151.1243438720703,140.2478485107422,135.1448974609375,121.40420532226562,117.2649154663086,115.03673553466797
31,43,135,90,41,58,76,31,37,84,59,71,50,30,19,20,-20.040287017822266,53.070987701416016,24.636404037475586,5.461510181427002,-16.971988677978516,-37.55155944824219,20.842437744140625,-3.7090165615081787,-52.85395050048828,-61.12209701538086,-58.07318115234375,-42.41870880126953,152.1373291015625,143.90142822265625,136.7008819580078,122.82726287841797,118.50022888183594,116.26651000976562
28,44,124,97,38,57,68,26,30,67,81,72,45,34,19,21,-20.43678092956543,50.03963088989258,23.931379318237305,4.740434646606445,-17.675247192382812,-38.20216751098633,21.38498306274414,-5.077958106994629,-53.02454376220703,-61.26689529418945,-58.078636169433594,-42.43192672729492,152.79930114746094,146.7331085205078,137.9524688720703,124.03218078613281,119.65469360351562,117.45137023925781
27,39,119,94,34,54,72,29,30,60,86,77,48,33,20,21,-20.555137634277344,48.98759460449219,23.712007522583008,4.510339260101318,-17.899106979370117,-38.41706085205078,21.53448486328125,-5.579599857330322,-53.09076690673828,-61.327484130859375,-58.0936279296875,-42.46310043334961,152.95753479003906,147.41470336914062,138.2660675048828,124.34927368164062,119.96935272216797,117.79695129394531
25,43,117,89,39,53,74,28,28,59,95,79,49,32,21,20,-20.8206787109375,44.8095588684082,23.2314453125,3.9964115619659424,-18.414091110229492,-38.913841247558594,21.83629035949707,-7.781793117523193,-53.31988525390625,-61.520259857177734,-58.27714920043945,-42.62809753417969,153.29083251953125,148.22610473632812,138.89022827148438,124.98652648925781,120.70147705078125,118.61569213867188
27,44,108,93,37,49,69,26,26,58,91,86,53,34,21,19,-20.966047286987305,41.51216125488281,22.966402053833008,3.718137264251709,-18.709747314453125,-39.19858932495117,21.996213912963867,-9.470450401306152,-53.47102355957031,-61.62681579589844,-58.446495056152344,-42.7154426574707,153.42149353027344,147.5851593017578,139.14532470703125,125.28459167480469,121.11634063720703,119.05364227294922
26,47,112,90,38,49,79,29,28,58,92,91,57,35,20,22,-21.0753116607666,37.91719055175781,22.72534942626953,3.477041244506836,-18.97886085510254,-39.46942901611328,22.141862869262695,-11.236003875732422,-53.648597717285156,-61.80696487426758,-58.550270080566406,-42.798126220703125,153.49436950683594,145.8885498046875,139.32752990722656,125.55314636230469,121.44927215576172,119.4548110961914
26,45,117,89,39,52,79,31,25,55,72,86,59,34,21,23,-21.261323928833008,32.262123107910156,22.383193969726562,3.092580556869507,-19.410282135009766,-39.94697952270508,22.387643814086914,-13.409067153930664,-53.89347839355469,-62.10628890991211,-58.67285919189453,-42.85563659667969,153.5704345703125,141.96737670898438,139.47911071777344,125.93402099609375,121.94609832763672,120.07837677001953
26,43,100,84,38,54,74,28,27,48,72,79,54,35,21,22,-21.348535537719727,27.335290908813477,22.1988468170166,2.8770718574523926,-19.648008346557617,-40.24074935913086,22.563745498657227,-14.662101745605469,-54.10512161254883,-62.2811393737793,-58.76639938354492,-42.853511810302734,153.6167449951172,138.10415649414062,139.62289428710938,126.15442657470703,122.27838897705078,120.46711730957031
28,41,112,78,38,56,71,29,27,44,64,70,59,37,24,23,-21.395795822143555,23.02949333190918,22.07599449157715,2.7555959224700928,-19.812244415283203,-40.45547866821289,22.70926856994629,-15.225763320922852,-54.30387878417969,-62.42930603027344,-58.831478118896484,-42.88071060180664,153.65975952148438,134.80006408691406,139.77389526367188,126.3438491821289,122.53375244140625,120.79719543457031
27,42,112,70,39,63,86,30,28,58,61,63,54,35,25,24,-21.43006134033203,18.196388244628906,22.013883590698242,2.653343915939331,-19.952146530151367,-40.664794921875,22.911636352539062,-15.330530166625977,-54.395015716552734,-62.53057861328125,-58.87852096557617,-42.88005065917969,153.70114135742188,130.8008575439453,139.86984252929688,126.52796173095703,122.82140350341797,121.16758728027344
29,44,118,73,41,60,78,28,27,65,95,57,50,33,25,22,-21.442237854003906,15.976653099060059,22.03577995300293,2.6605477333068848,-19.970001220703125,-40.730926513671875,22.98995018005371,-15.11919116973877,-54.403953552246094,-62.5852165222168,-58.919532775878906,-42.895931243896484,153.7307891845703,128.60946655273438,139.83474731445312,126.56275939941406,122.91828918457031,121.30937194824219
28,43,116,72,42,63,77,26,28,68,102,67,50,32,25,20,-21.427356719970703,14.257997512817383,22.107437133789062,2.705082654953003,-19.947742462158203,-40.75277328491211,23.068267822265625,-14.81770133972168,-54.3696174621582,-62.63079833984375,-58.956966400146484,-42.91415023803711,153.73880004882812,126.69309997558594,139.7425079345703,126.5600814819336,122.98096466064453,121.41868591308594
29,45,124,74,47,65,76,28,29,76,115,70,52,33,26,22,-21.352834701538086,12.796464920043945,22.264619827270508,2.808525323867798,-19.870893478393555,-40.741973876953125,23.220447540283203,-14.405076026916504,-54.278175354003906,-62.58968734741211,-58.91619110107422,-42.90434265136719,153.67147827148438,124.8242416381836,139.5772705078125,126.49503326416016,123.01921844482422,121.54057312011719
27,43,126,75,47,64,77,26,30,82,115,67,48,35,24,20,-21.124204635620117,11.031386375427246,22.642620086669922,3.06453013420105,-19.6563777923584,-40.63180923461914,23.555191040039062,-13.649066925048828,-54.104576110839844,-62.49612808227539,-58.81898880004883,-42.850364685058594,153.3892822265625,122.01504516601562,139.2793731689453,126.35382843017578,123.05034637451172,121.6916275024414
26,44,125,79,48,57,58,24,35,77,134,70,51,40,22,20,-20.923419952392578,10.240240097045898,22.951814651489258,3.29707407951355,-19.4484920501709,-40.499244689941406,23.735637664794922,-13.219796180725098,-54.086212158203125,-62.48439025878906,-58.76865768432617,-42.85847854614258,153.1341552734375,120.26383972167969,139.0947723388672,126.20987701416016,122.987060546875,121.7086410522461
23,43,108,73,45,64,61,27,34,74,118,72,51,40,25,21,-20.74530792236328,9.69682502746582,23.243818283081055,3.526034116744995,-19.240537643432617,-40.36135482788086,23.86400032043457,-12.78427791595459,-54.19008255004883,-62.4350471496582,-58.75595474243164,-42.899192810058594,152.90374755859375,118.35179901123047,139.05853271484375,126.03827667236328,122.90896606445312,121.6968002319336
26,43,125,81,46,61,58,28,36,77,115,66,53,39,24,21,-20.52566146850586,9.180511474609375,23.655086517333984,3.8357269763946533,-18.954748153686523,-40.19630432128906,23.914100646972656,-12.080120086669922,-54.312191009521484,-62.44459533691406,-58.82696533203125,-43.04730224609375,152.7313232421875,115.37544250488281,138.97781372070312,125.83905029296875,122.79251098632812,121.63822174072266
28,43,118,80,44,63,69,29,36,72,101,63,53,39,24,21,-20.367155075073242,9.395468711853027,23.993196487426758,4.0860443115234375,-18.724367141723633,-40.05030059814453,23.896116256713867,-11.79555606842041,-54.36151123046875,-62.47788619995117,-58.921730041503906,-43.19485092163086,152.58261108398438,114.14569091796875,138.81495666503906,125.64618682861328,122.65673065185547,121.55015563964844
