Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Palm_x,Palm_y,Palm_z,Wrist_x,Wrist_y,Wrist_z,Thumb_MCP_x,Thumb_MCP_y,Thumb_MCP_z,Thumb_PIP_x,Thumb_PIP_y,Thumb_PIP_z,Thumb_DIP_x,Thumb_DIP_y,Thumb_DIP_z,Thumb_TIP_x,Thumb_TIP_y,Thumb_TIP_z,Index_MCP_x,Index_MCP_y,Index_MCP_z,Index_PIP_x,Index_PIP_y,Index_PIP_z,Index_DIP_x,Index_DIP_y,Index_DIP_z,Index_TIP_x,Index_TIP_y,Index_TIP_z,Middle_MCP_x,Middle_MCP_y,Middle_MCP_z,Middle_PIP_x,Middle_PIP_y,Middle_PIP_z,Middle_DIP_x,Middle_DIP_y,Middle_DIP_z,Middle_TIP_x,Middle_TIP_y,Middle_TIP_z,Ring_MCP_x,Ring_MCP_y,Ring_MCP_z,Ring_PIP_x,Ring_PIP_y,Ring_PIP_z,Ring_DIP_x,Ring_DIP_y,Ring_DIP_z,Ring_TIP_x,Ring_TIP_y,Ring_TIP_z,Pinky_MCP_x,Pinky_MCP_y,Pinky_MCP_z,Pinky_PIP_x,Pinky_PIP_y,Pinky_PIP_z,Pinky_DIP_x,Pinky_DIP_y,Pinky_DIP_z,Pinky_TIP_x,Pinky_TIP_y,Pinky_TIP_z
33,79,135,46,44,37,26,20,-14.578323364257812,-22.445194244384766,5.045462131500244,27.610145568847656,42.129852294921875,55.97969436645508,6.806988716125488,14.986144065856934,20.864910125732422,25.428678512573242,-12.929450988769531,-6.516521453857422,2.5389368534088135,9.404998779296875,-32.01115417480469,-32.97456359863281,-30.450239181518555,-27.2224178314209,-47.83407974243164,-55.54166030883789,-57.55295944213867,-57.71097183227539,25.7775821685791,73.87720489501953,76.44689178466797,37.270477294921875,10.019007682800293,-5.767330169677734,5.524351596832275,-32.51837921142578,-52.496185302734375,-64.84765625,4.5916948318481445,-36.14822769165039,-48.91676712036133,-49.69843673706055,9.051475524902344,-31.129268646240234,-54.61559295654297,-69.01107025146484,14.332154273986816,-16.717132568359375,-33.94431686401367,-48.72566604614258,131.73377990722656,122.81119537353516,119.70555114746094,120.06269836425781,119.63448333740234,122.51448059082031,144.5104522705078,144.4918670654297,137.74102783203125,129.61184692382812,141.1420440673828,126.82421112060547,106.37158966064453,90.81720733642578,134.66477966308594,129.95443725585938,121.49592590332031,113.20594024658203,124.77262115478516,123.29682922363281,119.69193267822266,114.6705551147461
35,77,136,38,44,33,22,21,-14.617240905761719,-22.35776138305664,5.1318864822387695,27.68891143798828,42.35667037963867,56.44849395751953,6.74045467376709,15.302115440368652,21.361743927001953,26.008211135864258,-13.0083646774292,-7.924030780792236,0.2356172502040863,6.892287254333496,-32.09431457519531,-33.42162322998047,-31.186498641967773,-28.174415588378906,-47.928680419921875,-55.75316619873047,-57.82056427001953,-58.026161193847656,25.517114639282227,73.53260040283203,75.97769165039062,36.7995491027832,9.624526977539062,-5.893372058868408,5.348433971405029,-32.61000442504883,-52.46177291870117,-64.64404296875,4.4389119148254395,-37.28511428833008,-53.016197204589844,-56.78474426269531,8.882539749145508,-31.33722496032715,-54.978599548339844,-69.56873321533203,14.096197128295898,-16.921218872070312,-34.13450241088867,-48.90642547607422,131.850341796875,122.3808822631836,119.16758728027344,119.74893188476562,119.59784698486328,122.75003051757812,144.8057098388672,144.74778747558594,137.78826904296875,129.45321655273438,141.5041961669922,129.7091827392578,111.01962280273438,95.81503295898438,135.0283660888672,130.76026916503906,122.6599349975586,114.63324737548828,125.11896514892578,123.58917999267578,119.94977569580078,114.90245056152344
36,79,142,37,44,34,23,19,-14.632586479187012,-22.32662010192871,5.161808013916016,27.718774795532227,42.43357849121094,56.63146209716797,6.717205047607422,15.512768745422363,21.696067810058594,26.396804809570312,-13.036981582641602,-8.610692024230957,-1.1453735828399658,5.215871810913086,-32.1258659362793,-33.67396545410156,-31.612220764160156,-28.728717803955078,-47.96668243408203,-55.853759765625,-57.95596694946289,-58.192996978759766,25.394222259521484,73.36489868164062,75.7579345703125,36.58146667480469,9.431500434875488,-5.964893817901611,5.272825241088867,-32.63148498535156,-52.330474853515625,-64.28495788574219,4.3689680099487305,-37.77709197998047,-55.401981353759766,-61.38909149169922,8.799409866333008,-31.434507369995117,-55.154945373535156,-69.84846496582031,13.976452827453613,-17.027679443359375,-34.24284362792969,-49.023223876953125,131.93862915039062,122.20779418945312,118.94523620605469,119.63198852539062,119.59175872802734,122.86164093017578,144.9802703857422,144.7574920654297,137.47991943359375,128.85067749023438,141.70944213867188,131.22207641601562,113.98899841308594,99.38141632080078,135.23321533203125,131.17820739746094,123.26519012451172,115.38114166259766,125.31494140625,123.83819580078125,120.22774505615234,115.20661926269531
35,81,135,40,42,35,22,18,-14.653322219848633,-22.314865112304688,5.172266483306885,27.73495101928711,42.47245407104492,56.73493576049805,6.692148208618164,15.70228385925293,22.007579803466797,26.754255294799805,-13.0662260055542,-9.232248306274414,-2.417742967605591,3.5965802669525146,-32.15789794921875,-33.93936538696289,-32.067142486572266,-29.326684951782227,-48.00442123413086,-55.925209045410156,-58.042137145996094,-58.29069900512695,25.284523010253906,73.2137680053711,75.56622314453125,36.394474029541016,9.256806373596191,-6.06517219543457,5.208247661590576,-32.64323806762695,-52.12303924560547,-63.73698806762695,4.306011199951172,-38.19596481323242,-57.345699310302734,-65.16082000732422,8.721696853637695,-31.521379470825195,-55.32100296020508,-70.1237564086914,13.864195823669434,-17.13242530822754,-34.34770965576172,-49.13050842285156,132.0540008544922,122.09600830078125,118.79327392578125,119.55705261230469,119.58673858642578,122.92433166503906,145.17201232910156,144.69154357910156,136.94383239746094,127.88536834716797,141.92613220214844,132.7201690673828,116.90254974365234,103.03012084960938,135.44805908203125,131.58424377441406,123.8642349243164,116.13501739501953,125.52092742919922,124.06712341308594,120.46585845947266,115.45240783691406
36,85,111,39,40,35,21,21,-14.685216903686523,-22.325660705566406,5.160345077514648,27.742185592651367,42.50106430053711,56.82390594482422,6.658236503601074,15.823105812072754,22.212026596069336,26.982421875,-13.10314655303955,-9.605674743652344,-3.163133382797241,2.6306073665618896,-32.197113037109375,-34.206756591796875,-32.52316665649414,-29.9263858795166,-48.048126220703125,-56.00251007080078,-58.138790130615234,-58.40545654296875,25.187110900878906,73.07501983642578,75.39582824707031,36.23644256591797,9.110507011413574,-6.142793655395508,5.158055305480957,-32.65290069580078,-51.95061111450195,-63.283416748046875,4.252915859222412,-38.46140670776367,-58.428977966308594,-67.21794128417969,8.650490760803223,-31.600820541381836,-55.48044967651367,-70.39453125,13.757179260253906,-17.233675003051758,-34.45391082763672,-49.2472038269043,132.19288635253906,122.0220947265625,118.68775177001953,119.51670837402344,119.60000610351562,122.99323272705078,145.3861541748047,144.6897430419922,136.56405639648438,127.16824340820312,142.15945434570312,133.84552001953125,118.90776824951172,105.53319549560547,135.67581176757812,132.0150604248047,124.50143432617188,116.93841552734375,125.73738098144531,124.3453369140625,120.77935028076172,115.79788970947266
34,82,120,42,38,35,22,22,-14.71763801574707,-22.330121994018555,5.156491756439209,27.762216567993164,42.55835723876953,56.93022155761719,6.616450786590576,15.872940063476562,22.307592391967773,27.091320037841797,-13.146347999572754,-9.993408203125,-3.872288227081299,1.7309783697128296,-32.23918914794922,-34.45814895629883,-32.94453048706055,-30.476139068603516,-48.089534759521484,-56.06721878051758,-58.216583251953125,-58.49604797363281,25.100141525268555,72.94861602783203,75.23741149902344,36.09296417236328,8.987554550170898,-6.210323333740234,5.114518642425537,-32.67345428466797,-51.89817810058594,-63.117557525634766,4.20812463760376,-38.68931579589844,-59.29921340942383,-68.83753204345703,8.58991813659668,-31.668813705444336,-55.622310638427734,-70.63814544677734,13.663837432861328,-17.322355270385742,-34.54525375366211,-49.34571075439453,132.3311767578125,121.95587158203125,118.60444641113281,119.4862289428711,119.62315368652344,123.05754852294922,145.60520935058594,144.8739013671875,136.61244201660156,127.0881576538086,142.38755798339844,134.92190551757812,120.74056243896484,107.80547332763672,135.88992309570312,132.43759155273438,125.1256332397461,117.72264862060547,125.93365478515625,124.5715103149414,121.02630615234375,116.06687927246094
33,80,111,41,37,35,23,22,-14.747493743896484,-22.31471824645996,5.174537181854248,27.80042839050293,42.62319564819336,57.059017181396484,6.5661492347717285,15.864072799682617,22.3189697265625,27.109249114990234,-13.19691276550293,-10.464773178100586,-4.688647747039795,0.7122515439987183,-32.28465270996094,-34.67601776123047,-33.28434753417969,-30.901371002197266,-48.12866973876953,-56.14107894897461,-58.30054473876953,-58.583431243896484,25.018747329711914,72.82467651367188,75.07270050048828,35.94123458862305,8.850677490234375,-6.273111820220947,5.076557159423828,-32.70264434814453,-51.91878128051758,-63.118919372558594,4.172946929931641,-38.90705108642578,-60.13432693481445,-70.38282775878906,8.541394233703613,-31.725114822387695,-55.73525619506836,-70.8224868774414,13.582714080810547,-17.396194458007812,-34.62135314941406,-49.42632293701172,132.48243713378906,121.88038635253906,118.52304077148438,119.46202087402344,119.64955139160156,123.14225769042969,145.85427856445312,145.19944763183594,136.93380737304688,127.39019012451172,142.637451171875,136.11700439453125,122.72350311279297,110.25389862060547,136.1158905029297,132.87591552734375,125.72733306884766,118.44247436523438,126.13302612304688,124.80957794189453,121.28153228759766,116.3357925415039
32,87,102,43,36,34,21,23,-14.821154594421387,-22.292694091796875,5.202298641204834,27.85664176940918,42.70414733886719,57.264869689941406,6.4484992027282715,15.737653732299805,22.187814712524414,26.975004196166992,-13.314790725708008,-11.350131034851074,-6.237210750579834,-1.2524456977844238,-32.39124298095703,-35.05916976928711,-33.86560821533203,-31.62286376953125,-48.22113800048828,-56.30874252319336,-58.50726318359375,-58.823150634765625,24.863597869873047,72.58503723144531,74.75017547607422,35.6378288269043,8.561494827270508,-6.415053844451904,5.003889083862305,-32.781490325927734,-52.06385803222656,-63.34098815917969,4.10844612121582,-39.24674987792969,-61.539390563964844,-73.06024932861328,8.453388214111328,-31.82550048828125,-55.933631896972656,-71.14518737792969,13.433429718017578,-17.532732009887695,-34.7730712890625,-49.6072883605957,132.82432556152344,121.78287506103516,118.41804504394531,119.46174621582031,119.72905731201172,123.33589935302734,146.38758850097656,146.03378295898438,137.92007446289062,128.46600341796875,143.1698760986328,138.44398498535156,126.60155487060547,115.1074447631836,136.5997772216797,133.75355529785156,126.90523529052734,119.83763885498047,126.56388854980469,125.41045379638672,121.98208618164062,117.12680053710938
32,85,102,47,39,32,21,24,-14.863785743713379,-22.29676628112793,5.200908660888672,27.870935440063477,42.69767761230469,57.29098129272461,6.386867523193359,15.680981636047363,22.13348388671875,26.92478370666504,-13.37601375579834,-11.752028465270996,-6.936768531799316,-2.1466381549835205,-32.447120666503906,-35.23304748535156,-34.121829986572266,-31.936264038085938,-48.27006530761719,-56.37942886352539,-58.584808349609375,-58.903541564941406,24.80340003967285,72.49079895019531,74.62388610839844,35.5214958190918,8.433799743652344,-6.505003929138184,4.976421356201172,-32.80889892578125,-52.13546371459961,-63.472930908203125,4.084004878997803,-39.363983154296875,-62.07720947265625,-74.11593627929688,8.419538497924805,-31.86318016052246,-56.011192321777344,-71.27297973632812,13.375493049621582,-17.587034225463867,-34.8324089050293,-49.67489242553711,132.97235107421875,121.7591323852539,118.39574432373047,119.47148132324219,119.74022674560547,123.371826171875,146.61306762695312,146.4194793701172,138.41351318359375,129.0339813232422,143.3920135498047,139.45474243164062,128.30712890625,117.27008056640625,136.80020141601562,134.12643432617188,127.4059829711914,120.42933654785156,126.74146270751953,125.64458465576172,122.24607849121094,117.41631317138672
29,77,108,49,38,32,23,23,-14.913396835327148,-22.311445236206055,5.189349174499512,27.88188362121582,42.68723678588867,57.309871673583984,6.317811489105225,15.635865211486816,22.0994930267334,26.903242111206055,-13.443839073181152,-12.135274887084961,-7.603435516357422,-3.004258632659912,-32.50871276855469,-35.38118362426758,-34.328025817871094,-32.181758880615234,-48.323158264160156,-56.45601272583008,-58.668670654296875,-58.990177154541016,24.74982452392578,72.40532684326172,74.5110092163086,35.42352294921875,8.324332237243652,-6.576301574707031,4.954095840454102,-32.82582092285156,-52.21184158325195,-63.639949798583984,4.063206672668457,-39.45476150512695,-62.53870391845703,-75.04834747314453,8.38896656036377,-31.897197723388672,-56.07706069946289,-71.37821960449219,13.322020530700684,-17.635852813720703,-34.88486099243164,-49.73386001586914,133.1387176513672,121.76789093017578,118.41275787353516,119.55345916748047,119.8419418334961,123.51216888427734,146.85488891601562,146.84521484375,138.99343872070312,129.7310028076172,143.62586975097656,140.41009521484375,129.92481994628906,119.33950805664062,137.00965881347656,134.48345947265625,127.8690185546875,120.96680450439453,126.92632293701172,125.8729019165039,122.49764251708984,117.6881332397461
31,83,98,49,43,28,23,22,-14.952866554260254,-22.32415199279785,5.179182052612305,27.906137466430664,42.68311309814453,57.33660125732422,6.2629265785217285,15.60937213897705,22.084476470947266,26.901609420776367,-13.497576713562012,-12.411236763000488,-8.136409759521484,-3.7295215129852295,-32.557350158691406,-35.480072021484375,-34.44788360595703,-32.30982208251953,-48.364768981933594,-56.51349639892578,-58.731163024902344,-59.05503845214844,24.70765495300293,72.33558654785156,74.4199447631836,35.35420227050781,8.23957633972168,-6.622189998626709,4.939540863037109,-32.83300018310547,-52.282188415527344,-63.81147766113281,4.048760890960693,-39.51030731201172,-62.90702438354492,-75.8539047241211,8.365157127380371,-31.924192428588867,-56.120399475097656,-71.43659973144531,13.27803897857666,-17.67646026611328,-34.92764663696289,-49.781150817871094,133.2907257080078,121.78778839111328,118.44015502929688,119.63915252685547,119.93208312988281,123.6366958618164,147.07041931152344,147.23626708984375,139.5519561767578,130.42282104492188,143.8343505859375,141.1334991455078,131.25088500976562,121.1192398071289,137.19737243652344,134.7820587158203,128.22430419921875,121.35298156738281,127.09318542480469,126.06354522705078,122.70272827148438,117.90731811523438
30,86,108,49,45,29,22,22,-14.990152359008789,-22.3410587310791,5.164404392242432,27.918701171875,42.66445541381836,57.33940124511719,6.213249206542969,15.595893859863281,22.08380699157715,26.916501998901367,-13.546126365661621,-12.623757362365723,-8.553176879882812,-4.304760932922363,-32.60160827636719,-35.57844161987305,-34.56642532348633,-32.4341926574707,-48.40303039550781,-56.56395721435547,-58.77565383911133,-59.08588409423828,24.67314910888672,72.27702331542969,74.3448715209961,35.29648971557617,8.164839744567871,-6.669712066650391,4.929772853851318,-32.83256530761719,-52.35478973388672,-64.00659942626953,4.037949085235596,-39.54799270629883,-63.18230056762695,-76.47001647949219,8.34528636932373,-31.94661521911621,-56.157318115234375,-71.48487854003906,13.240134239196777,-17.711606979370117,-34.96319580078125,-49.81485366821289,133.4322052001953,121.81718444824219,118.47681427001953,119.72159576416016,120.0118408203125,123.74050903320312,147.26632690429688,147.61294555664062,140.127197265625,131.163330078125,144.02366638183594,141.72537231445312,132.33407592773438,122.58316040039062,137.36851501464844,135.0644073486328,128.5572052001953,121.7094497680664,127.24620819091797,126.2303695678711,122.8676986694336,118.06565856933594
30,86,111,47,45,30,25,21,-15.024571418762207,-22.360759735107422,5.146359443664551,27.922950744628906,42.646209716796875,57.345272064208984,6.169479846954346,15.586583137512207,22.083738327026367,26.92896842956543,-13.588923454284668,-12.793167114257812,-8.887060165405273,-4.769047737121582,-32.641056060791016,-35.66511535644531,-34.67104721069336,-32.54420852661133,-48.437747955322266,-56.61282730102539,-58.82173156738281,-59.12218475341797,24.646751403808594,72.22972106933594,74.28504180908203,35.25060272216797,8.106685638427734,-6.698616981506348,4.925463676452637,-32.82680892944336,-52.41506576538086,-64.18389892578125,4.031734943389893,-39.57399368286133,-63.397926330566406,-76.95889282226562,8.33041000366211,-31.963645935058594,-56.187644958496094,-71.52587127685547,13.20917797088623,-17.739606857299805,-34.99248504638672,-49.84410858154297,133.56178283691406,121.85216522216797,118.5177230834961,119.7918930053711,120.07679748535156,123.82667541503906,147.44166564941406,147.9236297607422,140.62062072753906,131.81785583496094,144.19361877441406,142.2508544921875,133.2781524658203,123.85293579101562,137.5232696533203,135.32058715820312,128.86026000976562,122.03474426269531,127.3858413696289,126.39395141601562,123.03607177734375,118.2332992553711
31,87,112,48,48,39,26,20,-15.055190086364746,-22.378049850463867,5.130519866943359,27.923751831054688,42.627681732177734,57.332679748535156,6.130541801452637,15.575772285461426,22.077224731445312,26.932079315185547,-13.62703800201416,-12.913613319396973,-9.129111289978027,-5.111427307128906,-32.67622756958008,-35.742496490478516,-34.76345443725586,-32.64031219482422,-48.468788146972656,-56.658660888671875,-58.864410400390625,-59.15412521362305,24.62682342529297,72.1921615600586,74.23645782470703,35.21267318725586,8.058266639709473,-6.739167213439941,4.923841953277588,-32.81964874267578,-52.47541046142578,-64.36605834960938,4.028848648071289,-39.58828353881836,-63.54667663574219,-77.30870056152344,8.320538520812988,-31.974773406982422,-56.20882797241211,-71.55428314208984,13.186013221740723,-17.75956916809082,-35.013328552246094,-49.86393356323242,133.67828369140625,121.88896179199219,118.5596923828125,119.86231231689453,120.14604949951172,123.90370178222656,147.59681701660156,148.20082092285156,141.08544921875,132.45333862304688,144.34410095214844,142.63995361328125,133.97857666015625,124.80482482910156,137.66087341308594,135.5410614013672,129.1162567138672,122.30585479736328,127.5106201171875,126.54112243652344,123.18568420410156,118.37911224365234
29,84,111,49,50,39,24,18,-15.106287002563477,-22.40836524963379,5.102414608001709,27.9349308013916,42.592002868652344,57.29658889770508,6.0666022300720215,15.56412124633789,22.07081413269043,26.93973731994629,-13.689738273620605,-13.069515228271484,-9.434369087219238,-5.5438551902771,-32.73442077636719,-35.88512420654297,-34.9274787902832,-32.80161666870117,-48.52066421508789,-56.734107971191406,-58.931068420410156,-59.197723388671875,24.604198455810547,72.14157104492188,74.1685562133789,35.1686897277832,7.988659381866455,-6.81156063079834,4.930099010467529,-32.79710006713867,-52.564605712890625,-64.66492462158203,4.033106803894043,-39.593605041503906,-63.70109558105469,-77.69768524169922,8.31378173828125,-31.9823055267334,-56.227996826171875,-71.5743637084961,13.158334732055664,-17.7819881439209,-35.03640365600586,-49.88288497924805,133.87425231933594,121.9599380493164,118.63835906982422,119.96893310546875,120.22203826904297,123.97032165527344,147.85305786132812,148.63014221191406,141.8363800048828,133.50892639160156,144.5933837890625,143.1126708984375,134.80838012695312,125.9397964477539,137.89027404785156,135.91384887695312,129.5298614501953,122.72235107421875,127.72019958496094,126.78278350830078,123.42495727539062,118.60433197021484
25,76,108,53,47,38,24,19,-15.129876136779785,-22.423664093017578,5.088137626647949,27.952468872070312,42.57861328125,57.278419494628906,6.037429332733154,15.552453994750977,22.056732177734375,26.928680419921875,-13.71823787689209,-13.125726699829102,-9.536689758300781,-5.686016082763672,-32.760833740234375,-35.94548416137695,-34.99088668823242,-32.857547760009766,-48.544097900390625,-56.77094268798828,-58.95830154418945,-59.20439529418945,24.59879493713379,72.12489318847656,74.14535522460938,35.164634704589844,7.9677205085754395,-6.840102672576904,4.936467170715332,-32.78523254394531,-52.600860595703125,-64.79478454589844,4.038429260253906,-39.59082794189453,-63.7432861328125,-77.81199645996094,8.314480781555176,-31.981496810913086,-56.22856140136719,-71.56932830810547,13.150517463684082,-17.78656578063965,-35.03999328613281,-49.88024139404297,133.95750427246094,121.99320220947266,118.67611694335938,120.0214614868164,120.24868774414062,123.98566436767578,147.9613037109375,148.78964233398438,142.13519287109375,133.9472198486328,144.6978302001953,143.28213500976562,135.08920288085938,126.31786346435547,137.98583984375,136.06228637695312,129.68307495117188,122.86528778076172,127.8071060180664,126.88030242919922,123.51114654541016,118.67028045654297
27,72,95,56,46,37,23,19,-15.148359298706055,-22.43271255493164,5.080164432525635,27.970548629760742,42.571136474609375,57.28649139404297,6.012861728668213,15.548646926879883,22.052064895629883,26.92734146118164,-13.742142677307129,-13.199068069458008,-9.67737865447998,-5.882893085479736,-32.78253173828125,-35.999305725097656,-35.04908752441406,-32.910438537597656,-48.562679290771484,-56.801246643066406,-58.97745132446289,-59.201473236083984,24.59592628479004,72.11250305175781,74.12626647949219,35.16105651855469,7.950216770172119,-6.8408966064453125,4.942988872528076,-32.77260208129883,-52.631343841552734,-64.91165924072266,4.044805526733398,-39.58763885498047,-63.79749298095703,-77.95793151855469,8.317582130432129,-31.977951049804688,-56.226287841796875,-71.56253051757812,13.14685344696045,-17.786882400512695,-35.03753662109375,-49.86882019042969,134.03201293945312,122.02423095703125,118.71200561523438,120.06366729736328,120.26569366455078,124.00765228271484,148.05816650390625,148.9248809814453,142.39935302734375,134.3435516357422,144.7907257080078,143.4557647705078,135.4042205810547,126.75688171386719,138.07040405273438,136.1915283203125,129.8164825439453,122.99020385742188,127.88361358642578,126.94928741455078,123.55878448486328,118.68943786621094
25,62,91,57,48,41,28,20,-15.162328720092773,-22.437179565429688,5.0767645835876465,27.990846633911133,42.56243133544922,57.28997039794922,5.992814064025879,15.542474746704102,22.042293548583984,26.918453216552734,-13.761540412902832,-13.281814575195312,-9.832590103149414,-6.095988750457764,-32.79973602294922,-36.051170349121094,-35.10149002075195,-32.95237731933594,-48.5767936706543,-56.826332092285156,-58.98576736450195,-59.179134368896484,24.595962524414062,72.1040267944336,74.11131286621094,35.16007614135742,7.933488368988037,-6.845311641693115,4.9511919021606445,-32.76036834716797,-52.65589904785156,-65.01089477539062,4.0531816482543945,-39.58329391479492,-63.853755950927734,-78.10649108886719,8.32329273223877,-31.971010208129883,-56.216373443603516,-71.54117584228516,13.146693229675293,-17.78371238708496,-35.030487060546875,-49.8491096496582,134.0974884033203,122.0503158569336,118.7430191040039,120.09590911865234,120.26805877685547,124.01072692871094,148.1442413330078,149.0332794189453,142.61712646484375,134.6768798828125,144.87281799316406,143.65003967285156,135.75103759765625,127.23106384277344,138.14459228515625,136.29930114746094,129.91287231445312,123.06422424316406,127.95024108886719,127.00261688232422,123.581787109375,118.6727523803711
27,83,84,55,44,34,30,23,-15.175518035888672,-22.442119598388672,5.07291316986084,28.010339736938477,42.55237579345703,57.29319763183594,5.973808288574219,15.542274475097656,22.040895462036133,26.919227600097656,-13.779772758483887,-13.381168365478516,-10.009671211242676,-6.331818103790283,-32.81572723388672,-36.096797943115234,-35.138980865478516,-32.97116470336914,-48.58956527709961,-56.85725021362305,-58.99761199951172,-59.153751373291016,24.59804916381836,72.09812927246094,74.10009765625,35.1625862121582,7.920022487640381,-6.8451762199401855,4.9612298011779785,-32.74512481689453,-52.67558288574219,-65.10325622558594,4.062943458557129,-39.57796096801758,-63.909629821777344,-78.2514419555664,8.330192565917969,-31.962474822998047,-56.19953155517578,-71.50462341308594,13.147869110107422,-17.777034759521484,-35.017940521240234,-49.81928634643555,134.1554718017578,122.07191467285156,118.77046203613281,120.122802734375,120.26362609863281,124.0076904296875,148.2220916748047,149.12954711914062,142.82150268554688,134.99685668945312,144.9460906982422,143.85987854003906,136.11717224121094,127.72203826904297,138.209716796875,136.38121032714844,129.96453857421875,123.07781982421875,128.00767517089844,127.0388412475586,123.57667541503906,118.61448669433594
26,83,80,52,44,35,38,34,-15.186026573181152,-22.44635772705078,5.0696539878845215,28.036754608154297,42.548439025878906,57.29627227783203,5.958382606506348,15.54227066040039,22.04058837890625,26.921083450317383,-13.794418334960938,-13.464707374572754,-10.160929679870605,-6.534887790679932,-32.82836151123047,-36.137298583984375,-35.15102005004883,-32.94203186035156,-48.59926223754883,-56.88663864135742,-59.01187515258789,-59.13673400878906,24.60152816772461,72.09430694580078,74.09231567382812,35.17219161987305,7.913283824920654,-6.8467535972595215,4.972352504730225,-32.7296257019043,-52.6876106262207,-65.17225646972656,4.073275089263916,-39.57094955444336,-63.95517349243164,-78.37452697753906,8.337458610534668,-31.952150344848633,-56.1661376953125,-71.42677307128906,13.149622917175293,-17.768606185913086,-35.00144577026367,-49.784019470214844,134.20684814453125,122.09086608886719,118.79517364501953,120.14433288574219,120.24847412109375,123.98526763916016,148.29150390625,149.21795654296875,142.9972381591797,135.2651824951172,145.01101684570312,144.0413818359375,136.43601989746094,128.15191650390625,138.2670135498047,136.4214324951172,129.92251586914062,122.95073699951172,128.05784606933594,127.04520416259766,123.5339126586914,118.51520538330078
32,84,74,65,50,36,63,71,-15.207765579223633,-22.45643424987793,5.061761856079102,28.076730728149414,42.53602600097656,57.31349182128906,5.926285743713379,15.534944534301758,22.033292770385742,26.91840362548828,-13.824592590332031,-13.650378227233887,-10.536259651184082,-7.066196441650391,-32.85403823852539,-36.182186126708984,-35.06905746459961,-32.71053695678711,-48.61827850341797,-56.933414459228516,-59.00210952758789,-59.029239654541016,24.611696243286133,72.09171295166016,74.08362579345703,35.19133377075195,7.904429912567139,-6.8256120681762695,4.99619722366333,-32.69837188720703,-52.704139709472656,-65.2862548828125,4.095262050628662,-39.55554962158203,-64.09007263183594,-78.74308013916016,8.3536958694458,-31.928165435791016,-56.054569244384766,-71.15843200683594,13.15599250793457,-17.747955322265625,-34.95187759399414,-49.6715087890625,134.29722595214844,122.1243896484375,118.84327697753906,120.1793441772461,120.2165298461914,123.95462799072266,148.4164581298828,149.38674926757812,143.32150268554688,135.75205993652344,145.12490844726562,144.4591064453125,137.26840209960938,129.3348846435547,138.36460876464844,136.38902282714844,129.59170532226562,122.33340454101562,128.1405029296875,126.93737030029297,123.25469970703125,118.05284881591797
57,86,71,63,50,38,89,96,-15.212980270385742,-22.435836791992188,5.087636947631836,28.111722946166992,42.535430908203125,57.32329177856445,5.896514415740967,15.508744239807129,22.014039993286133,26.909439086914062,-13.849454879760742,-13.743697166442871,-10.701729774475098,-7.2884063720703125,-32.86791229248047,-36.14909362792969,-34.91262435913086,-32.4302978515625,-48.61580276489258,-56.96162414550781,-58.99041748046875,-58.943153381347656,24.62703514099121,72.0813980102539,74.0620346069336,35.17844772338867,7.8727803230285645,-6.833676338195801,5.039311408996582,-32.65206527709961,-52.67988586425781,-65.29918670654297,4.134122371673584,-39.51931381225586,-64.12267303466797,-78.87955474853516,8.380597114562988,-31.90003204345703,-55.96464538574219,-70.96121978759766,13.162872314453125,-17.7313289642334,-34.92483901977539,-49.612850189208984,134.24029541015625,121.9526138305664,118.70915222167969,120.13824462890625,120.20941925048828,123.99890899658203,148.43460083007812,149.48988342285156,143.50540161132812,136.00482177734375,145.11489868164062,144.6317596435547,137.64834594726562,129.88458251953125,138.31626892089844,136.2395782470703,129.24734497070312,121.81006622314453,128.05764770507812,126.81721496582031,123.06439208984375,117.77406311035156
65,94,64,61,50,35,96,104,-15.21364974975586,-22.42643165588379,5.099187850952148,28.136219024658203,42.520442962646484,57.319889068603516,5.885899543762207,15.502715110778809,22.008441925048828,26.906938552856445,-13.858004570007324,-13.790085792541504,-10.799626350402832,-7.430177211761475,-32.871944427490234,-36.04143142700195,-34.65422439575195,-32.03896713256836,-48.61309814453125,-56.98469161987305,-58.9839973449707,-58.88068389892578,24.634532928466797,72.08146667480469,74.0587387084961,35.18286895751953,7.856316089630127,-6.836615085601807,5.054774284362793,-32.6348762512207,-52.67902755737305,-65.33108520507812,4.1484293937683105,-39.5058708190918,-64.15015411376953,-78.97404479980469,8.39151382446289,-31.884319305419922,-55.859764099121094,-70.72315979003906,13.16805648803711,-17.716205596923828,-34.895565032958984,-49.55021667480469,134.23402404785156,121.91178894042969,118.68453216552734,120.11490631103516,120.15359497070312,123.95032501220703,148.4541015625,149.529052734375,143.59996032714844,136.15679931640625,145.12245178222656,144.7164764404297,137.85623168945312,130.2017059326172,138.30906677246094,135.98110961914062,128.71615600585938,121.06028747558594,128.03744506835938,126.72528076171875,122.89266967773438,117.51139831542969
