Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Thumb_tip_x,Thumb_tip_y,Thumb_tip_z,Index_tip_x,Index_tip_y,Index_tip_z,Middle_tip_x,Middle_tip_y,Middle_tip_z,Ring_tip_x,Ring_tip_y,Ring_tip_z,Pinky_tip_x,Pinky_tip_y,Pinky_tip_z,Palm_tip_x,Palm_tip_y,Palm_tip_z
36,78,59,41,32,32,26,29,-39.590938568115234,-32.303279876708984,-5.374392032623291,17.76003646850586,39.71217346191406,12.86154842376709,8.042553901672363,-42.7147216796875,-56.32402801513672,-51.32322692871094,-32.06000518798828,37.91654586791992,144.5755157470703,184.62295532226562,182.33383178710938,179.2223663330078,176.32785034179688,185.48941040039062
36,78,58,40,34,33,24,31,-39.580928802490234,-32.29048156738281,-5.3555707931518555,17.77134132385254,39.73211669921875,12.874269485473633,8.080742835998535,-42.72146987915039,-56.32162094116211,-51.32456970214844,-32.0666389465332,37.834049224853516,144.52992248535156,184.64974975585938,182.35073852539062,179.23062133789062,176.33705139160156,185.65725708007812
35,77,54,43,35,34,22,30,-39.581722259521484,-32.278263092041016,-5.3395819664001465,17.778284072875977,39.744537353515625,12.86610221862793,8.122770309448242,-42.72837448120117,-56.32044982910156,-51.32597732543945,-32.071468353271484,37.66719055175781,144.4992218017578,184.6743927001953,182.36390686035156,179.23533630371094,176.3421173095703,185.96519470214844
29,70,49,37,32,29,21,28,-39.635093688964844,-32.261322021484375,-5.3250041007995605,17.784337997436523,39.75642395019531,12.85826301574707,8.208823204040527,-42.73844528198242,-56.320648193359375,-51.327903747558594,-32.07730484008789,37.34333801269531,144.52438354492188,184.70559692382812,182.37550354003906,179.2388458251953,176.34548950195312,186.71646118164062
29,61,42,37,31,28,19,30,-39.73420333862305,-32.24720001220703,-5.318533897399902,17.78628158569336,39.763153076171875,12.8189115524292,8.27773666381836,-42.74648666381836,-56.320884704589844,-51.328739166259766,-32.08130645751953,37.17680740356445,144.63552856445312,184.72805786132812,182.38034057617188,179.24005126953125,176.34677124023438,187.1490020751953
30,57,57,39,29,28,18,30,-39.97294616699219,-32.23066329956055,-5.312283515930176,17.787384033203125,39.769290924072266,12.694990158081055,8.356294631958008,-42.75612258911133,-56.32127380371094,-51.32939529418945,-32.08610534667969,36.840152740478516,144.9652099609375,184.7532196044922,182.38482666015625,179.24085998535156,176.34732055664062,187.95343017578125
29,47,56,37,27,26,19,30,-41.132835388183594,-32.203670501708984,-5.300785541534424,17.78867530822754,39.77762985229492,12.480581283569336,8.543416976928711,-42.77238082885742,-56.32211685180664,-51.33058547973633,-32.09617614746094,36.38334274291992,146.75314331054688,184.79324340820312,182.3907470703125,179.24215698242188,176.34658813476562,189.0972442626953
28,46,59,37,25,26,21,32,-43.11883544921875,-32.18472671508789,-5.291623115539551,17.78965950012207,39.78300857543945,12.314313888549805,8.781875610351562,-42.782257080078125,-56.32223892211914,-51.331748962402344,-32.10562515258789,36.237648010253906,150.28663635253906,184.81851196289062,182.39244079589844,179.243408203125,176.3444366455078,189.75717163085938
30,56,62,44,25,26,21,32,-46.31519317626953,-32.166770935058594,-5.282362937927246,17.791168212890625,39.788536071777344,12.114968299865723,9.164782524108887,-42.788848876953125,-56.32117462158203,-51.33359146118164,-32.1175422668457,36.181095123291016,156.88812255859375,184.84027099609375,182.39073181152344,179.24542236328125,176.34097290039062,190.26644897460938
32,61,64,44,27,25,20,32,-50.84056854248047,-32.141326904296875,-5.2700653076171875,17.794307708740234,39.796817779541016,11.984833717346191,9.946904182434082,-42.791866302490234,-56.31916427612305,-51.337100982666016,-32.13928985595703,36.125587463378906,169.35601806640625,184.8603515625,182.3806610107422,179.2486114501953,176.3339385986328,190.5902862548828
30,69,49,41,27,28,22,31,-52.1837272644043,-32.12673568725586,-5.263261795043945,17.796653747558594,39.80216979980469,11.923569679260254,10.223581314086914,-42.7913818359375,-56.317630767822266,-51.3395881652832,-32.155521392822266,36.110652923583984,175.6417694091797,184.8690643310547,182.37037658691406,179.2509307861328,176.3284454345703,190.72100830078125
31,68,52,42,29,28,24,29,-52.65442657470703,-32.11429977416992,-5.257355690002441,17.79875373840332,39.807281494140625,11.879290580749512,10.409632682800293,-42.78998565673828,-56.31680679321289,-51.34177017211914,-32.1722412109375,36.10284423828125,180.7256317138672,184.87625122070312,182.3616180419922,179.25320434570312,176.322998046875,190.8502960205078
37,77,48,41,30,28,25,26,-51.84874725341797,-32.09907913208008,-5.250281810760498,17.801298141479492,39.81446075439453,11.837373733520508,10.286208152770996,-42.787601470947266,-56.31678009033203,-51.344322204589844,-32.19675827026367,36.10662078857422,186.2100830078125,184.8851318359375,182.35142517089844,179.2559356689453,176.31568908691406,190.94009399414062
38,76,50,37,31,27,28,26,-51.23410415649414,-32.0904426574707,-5.246110916137695,17.802597045898438,39.81874084472656,11.815340995788574,10.282021522521973,-42.7863655090332,-56.31741714477539,-51.345577239990234,-32.21181106567383,36.11673355102539,188.9383544921875,184.8911590576172,182.3478240966797,179.25741577148438,176.3115692138672,190.9743194580078
34,72,60,36,30,29,28,29,-50.468360900878906,-32.0820198059082,-5.242189407348633,17.803691864013672,39.82268142700195,11.802687644958496,10.257389068603516,-42.78532791137695,-56.318382263183594,-51.346614837646484,-32.22568893432617,36.12862777709961,191.29774475097656,184.89759826660156,182.34573364257812,179.25875854492188,176.30807495117188,190.985595703125
35,72,60,39,33,26,27,30,-49.555824279785156,-32.068511962890625,-5.236170768737793,17.805774688720703,39.82842254638672,11.774762153625488,10.418396949768066,-42.78426742553711,-56.32036209106445,-51.348472595214844,-32.24509811401367,36.171138763427734,194.20840454101562,184.91000366210938,182.34573364257812,179.2615203857422,176.3040313720703,190.95594787597656
40,83,63,42,35,26,26,29,-49.079307556152344,-32.05887985229492,-5.231719017028809,17.80776023864746,39.83244323730469,11.766059875488281,10.53497314453125,-42.78389358520508,-56.32196044921875,-51.35007858276367,-32.25766372680664,36.20176315307617,195.64959716796875,184.92056274414062,182.3479766845703,179.26425170898438,176.30235290527344,190.92962646484375
34,82,70,45,37,25,25,29,-48.688053131103516,-32.04879379272461,-5.226803302764893,17.810449600219727,39.836910247802734,11.758136749267578,10.682618141174316,-42.78376770019531,-56.32386016845703,-51.352088928222656,-32.2703971862793,36.23324203491211,196.91909790039062,184.9329071044922,182.3519287109375,179.2681427001953,176.30162048339844,190.88922119140625
32,89,69,47,39,26,23,31,-48.25593566894531,-32.03306198120117,-5.2187275886535645,17.815954208374023,39.844425201416016,11.752262115478516,10.907722473144531,-42.78409957885742,-56.327335357666016,-51.35586166381836,-32.2897834777832,36.25991439819336,198.50885009765625,184.95323181152344,182.35992431640625,179.27618408203125,176.3018341064453,190.8776397705078
34,97,71,47,38,26,24,28,-47.95112991333008,-32.02272033691406,-5.213292121887207,17.8204288482666,39.84965896606445,11.749113082885742,10.895086288452148,-42.78462600708008,-56.329994201660156,-51.358707427978516,-32.30227279663086,36.27506637573242,199.06683349609375,184.96652221679688,182.3658447265625,179.2826385498047,176.3023681640625,190.88406372070312
37,101,75,45,35,26,24,28,-47.63247299194336,-32.012813568115234,-5.207971096038818,17.82545280456543,39.854835510253906,11.74933910369873,10.80184268951416,-42.78541564941406,-56.33293914794922,-51.36174392700195,-32.31389617919922,36.288021087646484,199.38748168945312,184.9791259765625,182.37220764160156,179.28981018066406,176.3031005859375,190.88941955566406
30,98,75,41,33,27,23,26,-47.17261505126953,-31.999290466308594,-5.200411319732666,17.833620071411133,39.86212921142578,11.759483337402344,10.605875968933105,-42.78711700439453,-56.33758544921875,-51.3663215637207,-32.32899856567383,36.310577392578125,199.602783203125,184.99615478515625,182.38218688964844,179.3012237548828,176.30445861816406,190.90921020507812
32,107,71,38,30,29,24,26,-46.831600189208984,-31.991365432739258,-5.195620536804199,17.839488983154297,39.86691665649414,11.766648292541504,10.439310073852539,-42.78856658935547,-56.340858459472656,-51.369354248046875,-32.337989807128906,36.32345199584961,199.63636779785156,185.00624084472656,182.3892822265625,179.3092498779297,176.3056182861328,190.91993713378906
31,106,71,37,26,27,23,28,-46.49427795410156,-31.984342575073242,-5.190986633300781,17.845619201660156,39.8720703125,11.780862808227539,10.289642333984375,-42.79017639160156,-56.34425735473633,-51.3724365234375,-32.3470344543457,36.329612731933594,199.68719482421875,185.01531982421875,182.3968048095703,179.317626953125,176.30728149414062,190.89706420898438
30,101,59,38,26,26,21,28,-46.00901794433594,-31.974924087524414,-5.183701515197754,17.85599708557129,39.881168365478516,11.820467948913574,10.099658012390137,-42.79273986816406,-56.3494987487793,-51.37743377685547,-32.36148452758789,36.32944869995117,199.7833251953125,185.02711486816406,182.408447265625,179.33164978027344,176.31121826171875,190.82717895507812
27,92,56,40,25,26,19,27,-45.83307647705078,-31.972017288208008,-5.181132793426514,17.859790802001953,39.88457489013672,11.83250904083252,10.031327247619629,-42.79363250732422,-56.351322174072266,-51.37921142578125,-32.366554260253906,36.324073791503906,199.8146209716797,185.03060913085938,182.4124298095703,179.33670043945312,176.31295776367188,190.7965850830078
26,87,54,42,27,25,22,27,-45.24343490600586,-31.963804244995117,-5.172757625579834,17.87171745300293,39.89592361450195,11.905843734741211,9.773571014404297,-42.79647445678711,-56.35719299316406,-51.384639739990234,-32.382537841796875,36.28763198852539,199.80433654785156,185.03968811035156,182.42474365234375,179.35215759277344,176.31967163085938,190.6109161376953
26,79,57,42,29,22,22,30,-44.83098220825195,-31.958158493041992,-5.1663970947265625,17.880367279052734,39.90349197387695,11.982946395874023,9.575786590576172,-42.79865264892578,-56.361507415771484,-51.38835144042969,-32.39325714111328,36.262062072753906,199.6890411376953,185.0450439453125,182.43359375,179.36280822753906,176.32406616210938,190.41799926757812
27,82,65,40,28,25,24,24,-44.42985153198242,-31.952239990234375,-5.159553050994873,17.889541625976562,39.909358978271484,12.043027877807617,9.369154930114746,-42.801124572753906,-56.3660774230957,-51.39213943481445,-32.40183639526367,36.22159957885742,199.50816345214844,185.05003356933594,182.4427032470703,179.37379455566406,176.32730102539062,190.2267303466797
28,84,67,41,30,23,24,27,-43.89908981323242,-31.943437576293945,-5.149919509887695,17.90329360961914,39.91830825805664,12.091423988342285,9.068702697753906,-42.80500411987305,-56.37255859375,-51.39756393432617,-32.4144401550293,36.1759147644043,199.1854248046875,185.05673217773438,182.455078125,179.38954162597656,176.33274841308594,190.1049041748047
30,91,71,36,33,26,26,27,-43.619449615478516,-31.937803268432617,-5.143819808959961,17.911815643310547,39.924888610839844,12.10954761505127,8.888228416442871,-42.807594299316406,-56.37670135498047,-51.40074157714844,-32.4233512878418,36.14811706542969,198.9556427001953,185.06068420410156,182.46246337890625,179.3984832763672,176.33700561523438,190.0550537109375
31,92,71,34,31,25,25,30,-43.384883880615234,-31.932308197021484,-5.137384414672852,17.920345306396484,39.93149185180664,12.123210906982422,8.71084213256836,-42.81017303466797,-56.38108825683594,-51.403839111328125,-32.4323616027832,36.129878997802734,198.68934631347656,185.06434631347656,182.4698028564453,179.4069366455078,176.34085083007812,190.0247344970703
30,89,69,35,30,27,25,27,-43.1273078918457,-31.9243106842041,-5.1269307136535645,17.933982849121094,39.941184997558594,12.131963729858398,8.447000503540039,-42.814022064208984,-56.38811492919922,-51.40873336791992,-32.44583511352539,36.10832595825195,198.20285034179688,185.0693817138672,182.48062133789062,179.41998291015625,176.34457397460938,189.97032165527344
33,86,60,37,31,26,24,29,-43.037376403808594,-31.91909408569336,-5.119210720062256,17.94364356994629,39.947879791259766,12.134324073791504,8.279030799865723,-42.816593170166016,-56.39309310913086,-51.412078857421875,-32.45478057861328,36.09957504272461,197.81224060058594,185.07247924804688,182.4878692626953,179.42872619628906,176.34603881835938,189.9266815185547
32,90,70,34,31,29,25,27,-43.11170959472656,-31.91128921508789,-5.10651969909668,17.958669662475586,39.958473205566406,12.127279281616211,8.07320499420166,-42.820491790771484,-56.40083312988281,-51.416831970214844,-32.467838287353516,36.100059509277344,197.11053466796875,185.076904296875,182.4988555908203,179.4412078857422,176.3480987548828,189.86541748046875
31,97,67,34,33,27,23,27,-43.409027099609375,-31.90592384338379,-5.097324848175049,17.96900177001953,39.96609115600586,12.109535217285156,8.03349494934082,-42.82319259643555,-56.40602493286133,-51.41976547241211,-32.47637176513672,36.10795593261719,196.58575439453125,185.07980346679688,182.50604248046875,179.44920349121094,176.3499298095703,189.8400115966797
32,133,67,40,37,29,25,25,-44.0323600769043,-31.89963150024414,-5.087542533874512,17.978622436523438,39.973358154296875,11.996116638183594,8.135210037231445,-42.826377868652344,-56.41094207763672,-51.42180633544922,-32.48311996459961,36.15681076049805,195.99989318847656,185.08277893066406,182.51234436035156,179.45590209960938,176.35183715820312,189.98941040039062
35,156,74,38,40,28,24,26,-45.80194091796875,-31.88942527770996,-5.072097301483154,17.991418838500977,39.98453903198242,11.91849136352539,8.76635456085205,-42.83169174194336,-56.41831970214844,-51.4239616394043,-32.49208450317383,36.18357849121094,195.00486755371094,185.0873260498047,182.52122497558594,179.46383666992188,176.3549346923828,190.04595947265625
37,157,78,40,39,27,24,27,-46.586692810058594,-31.886398315429688,-5.066644668579102,17.995573043823242,39.988525390625,11.89632797241211,9.10919189453125,-42.83331298828125,-56.42083740234375,-51.42457962036133,-32.49494934082031,36.19368362426758,194.6492462158203,185.08865356445312,182.52407836914062,179.4662322998047,176.35598754882812,190.06564331054688
36,161,71,41,39,25,23,29,-49.332218170166016,-31.878122329711914,-5.049627780914307,18.007993698120117,40.00068664550781,11.846561431884766,10.487656593322754,-42.837791442871094,-56.428123474121094,-51.42604064941406,-32.502418518066406,36.26146697998047,193.49795532226562,185.09225463867188,182.5316162109375,179.47264099121094,176.35845947265625,190.18356323242188
36,155,70,42,38,25,22,30,-52.22905349731445,-31.86892318725586,-5.031083583831787,18.023149490356445,40.01462936401367,11.836764335632324,12.194406509399414,-42.843074798583984,-56.435523986816406,-51.427791595458984,-32.5096435546875,36.29243469238281,192.4346160888672,185.09716796875,182.538818359375,179.4801025390625,176.36045837402344,190.17361450195312
37,126,72,41,34,24,21,31,-53.17399215698242,-31.86530876159668,-5.024501323699951,18.029085159301758,40.019935607910156,11.83428955078125,12.816524505615234,-42.845211029052734,-56.438079833984375,-51.42848587036133,-32.512168884277344,36.30347442626953,192.13832092285156,185.09930419921875,182.54139709472656,179.4829559326172,176.361083984375,190.1709442138672
38,104,68,43,29,23,24,30,-54.08118438720703,-31.86137580871582,-5.017819881439209,18.03542137145996,40.02560806274414,11.834287643432617,13.43761157989502,-42.847557067871094,-56.44063186645508,-51.42923355102539,-32.5147705078125,36.314701080322266,191.86196899414062,185.1017303466797,182.54405212402344,179.4859619140625,176.36175537109375,190.16610717773438
35,106,67,38,29,23,22,30,-57.541709899902344,-31.834918975830078,-4.984141826629639,18.07041358947754,40.05735397338867,11.808850288391113,15.991792678833008,-42.863704681396484,-56.45284652709961,-51.43302917480469,-32.52793502807617,36.4090576171875,190.69886779785156,185.1208038330078,182.55825805664062,179.50274658203125,176.36509704589844,190.20774841308594
36,97,69,38,28,25,25,32,-58.10356903076172,-31.8284912109375,-4.977277755737305,18.07787322998047,40.06409454345703,11.817021369934082,16.4386043548584,-42.867652893066406,-56.45518493652344,-51.43381881713867,-32.53054428100586,36.42811965942383,190.50979614257812,185.12603759765625,182.5614471435547,179.5066375732422,176.36575317382812,190.21331787109375
37,93,73,39,28,26,27,32,-59.52313232421875,-31.806230545043945,-4.958189010620117,18.1008243560791,40.085731506347656,11.835144996643066,17.631305694580078,-42.881431579589844,-56.46137237548828,-51.436248779296875,-32.538692474365234,36.46452331542969,190.05979919433594,185.14585876464844,182.57046508789062,179.51882934570312,176.36778259277344,190.240234375
40,98,71,35,27,25,29,32,-60.5592155456543,-31.78120994567871,-4.946587562561035,18.123641967773438,40.10869598388672,11.835639953613281,18.568151473999023,-42.896976470947266,-56.46485137939453,-51.43871307373047,-32.54715347290039,36.499324798583984,189.74855041503906,185.1701202392578,182.57598876953125,179.53097534179688,176.36952209472656,190.3392791748047
38,85,67,33,25,25,27,32,-60.83161926269531,-31.772708892822266,-4.9439005851745605,18.130887985229492,40.1164436340332,11.836333274841309,18.82229232788086,-42.90225601196289,-56.465606689453125,-51.4394645690918,-32.54999923706055,36.5076789855957,189.66456604003906,185.1787109375,182.5772247314453,179.53475952148438,176.3699493408203,190.37599182128906
37,69,64,35,27,26,28,31,-61.50457000732422,-31.748964309692383,-4.936460971832275,18.15216064453125,40.139549255371094,11.844128608703613,19.46091079711914,-42.916969299316406,-56.467613220214844,-51.441734313964844,-32.55852508544922,36.523338317871094,189.44281005859375,185.2034149169922,182.5805206298828,179.54583740234375,176.37106323242188,190.4925994873047
34,66,58,39,28,25,26,30,-61.874786376953125,-31.735280990600586,-4.9314656257629395,18.16578483581543,40.15408706665039,11.850737571716309,19.817766189575195,-42.92543411254883,-56.468894958496094,-51.44332504272461,-32.5639762878418,36.52960968017578,189.31040954589844,185.21817016601562,182.58258056640625,179.55300903320312,176.37217712402344,190.54632568359375
33,79,63,43,27,24,25,29,-62.2129020690918,-31.72258186340332,-4.926324367523193,18.178512573242188,40.168212890625,11.857851028442383,20.14592170715332,-42.93332290649414,-56.470211029052734,-51.444889068603516,-32.56938934326172,36.535335540771484,189.182373046875,185.23240661621094,182.58480834960938,179.55982971191406,176.37384033203125,190.584228515625
27,76,67,43,27,23,24,27,-62.636253356933594,-31.703903198242188,-4.917337894439697,18.195903778076172,40.18900680541992,11.873364448547363,20.56544303894043,-42.94502639770508,-56.47265625,-51.447208404541016,-32.577613830566406,36.54666519165039,189.01991271972656,185.25469970703125,182.5894012451172,179.56982421875,176.37741088867188,190.67115783691406
29,81,67,45,31,24,25,27,-62.85934829711914,-31.69135856628418,-4.910910606384277,18.207366943359375,40.20271682739258,11.87761116027832,20.790132522583008,-42.95297622680664,-56.47437286376953,-51.44898986816406,-32.583168029785156,36.558555603027344,188.932373046875,185.27078247070312,182.59303283691406,179.57737731933594,176.38038635253906,190.73265075683594
31,86,71,46,31,23,25,27,-63.05305480957031,-31.67915153503418,-4.904590606689453,18.219005584716797,40.21690368652344,11.877381324768066,20.986425399780273,-42.96071243286133,-56.476016998291016,-51.450897216796875,-32.5889778137207,36.574188232421875,188.8542022705078,185.2871551513672,182.59683227539062,179.5858612060547,176.3843231201172,190.79847717285156
33,87,74,44,27,25,24,26,-63.2977294921875,-31.660614013671875,-4.89517879486084,18.236783981323242,40.23967361450195,11.880858421325684,21.23632049560547,-42.97256088256836,-56.478492736816406,-51.453880310058594,-32.598506927490234,36.58565902709961,188.75425720214844,185.3135986328125,182.6031494140625,179.59982299804688,176.3927764892578,190.84580993652344
33,78,68,39,28,26,24,27,-63.43968963623047,-31.647680282592773,-4.888670444488525,18.248779296875,40.255699157714844,11.879295349121094,21.381916046142578,-42.98101806640625,-56.48029327392578,-51.45600128173828,-32.60539245605469,36.58782196044922,188.69525146484375,185.333251953125,182.6080780029297,179.61001586914062,176.39999389648438,190.8736114501953
35,71,62,43,29,28,23,27,-63.62071228027344,-31.634489059448242,-4.882004737854004,18.26067352294922,40.2718391418457,11.877753257751465,21.56608772277832,-42.98977279663086,-56.48225021362305,-51.458168029785156,-32.61250305175781,36.58384323120117,188.6154022216797,185.35401916503906,182.61355590820312,179.62049865722656,176.40789794921875,190.90614318847656
32,76,57,41,28,32,24,29,-63.97700881958008,-31.614667892456055,-4.872075080871582,18.277990341186523,40.29536056518555,11.876501083374023,21.920988082885742,-43.00330352783203,-56.485450744628906,-51.46152114868164,-32.62326431274414,36.56454849243164,188.4418182373047,185.3868865966797,182.6226806640625,179.63648986816406,176.42027282714844,190.98789978027344
32,68,53,41,30,31,22,27,-64.16983795166016,-31.60152244567871,-4.86568546295166,18.288972854614258,40.30982208251953,11.881321907043457,22.106767654418945,-43.01253890991211,-56.487770080566406,-51.46387481689453,-32.63014221191406,36.53882598876953,188.333251953125,185.4095916748047,182.62916564941406,179.64727783203125,176.42808532714844,191.04266357421875
32,62,56,42,32,28,26,28,-64.31149291992188,-31.588815689086914,-4.859716415405273,18.299301147460938,40.32305145263672,11.887701988220215,22.233301162719727,-43.021724700927734,-56.49017333984375,-51.46630859375,-32.63665008544922,36.504791259765625,188.23074340820312,185.43206787109375,182.63568115234375,179.6580047607422,176.4354705810547,191.0866241455078
32,62,53,45,34,28,26,30,-64.45358276367188,-31.571779251098633,-4.852010726928711,18.312889099121094,40.33991622924805,11.916424751281738,22.342885971069336,-43.03452682495117,-56.493804931640625,-51.469970703125,-32.64549255371094,36.42570495605469,188.0880584716797,185.4629669189453,182.64500427246094,179.67298889160156,176.44522094726562,191.1476287841797
32,69,54,44,33,25,25,30,-64.51041412353516,-31.563121795654297,-4.847804546356201,18.32071304321289,40.349369049072266,11.944477081298828,22.36566162109375,-43.04130554199219,-56.49618911743164,-51.47238540649414,-32.65083312988281,36.35138702392578,187.98126220703125,185.4788818359375,182.65069580078125,179.6822052001953,176.4508056640625,191.19601440429688
34,61,57,43,31,21,25,30,-64.53275299072266,-31.556930541992188,-4.844429969787598,18.327648162841797,40.35810089111328,11.971587181091309,22.33601951599121,-43.04640579223633,-56.49845504760742,-51.474822998046875,-32.656227111816406,36.25776672363281,187.8344268798828,185.49050903320312,182.6556854248047,179.6908721923828,176.45599365234375,191.2538299560547
33,82,59,45,32,22,27,32,-64.48589324951172,-31.552467346191406,-4.841616153717041,18.334012985229492,40.366790771484375,11.986360549926758,22.208824157714844,-43.05033874511719,-56.50080871582031,-51.47725296020508,-32.66217041015625,36.155948638916016,187.5927276611328,185.4990234375,182.66038513183594,179.69894409179688,176.46109008789062,191.30508422851562
32,85,57,46,31,23,24,30,-64.14688110351562,-31.545196533203125,-4.838327884674072,18.34282684326172,40.37919235229492,12.009370803833008,21.697595596313477,-43.05736541748047,-56.504722595214844,-51.481414794921875,-32.67203140258789,35.991512298583984,186.93609619140625,185.51318359375,182.66726684570312,179.7111053466797,176.46875,191.29367065429688
31,83,57,45,29,23,25,26,-63.912349700927734,-31.539697647094727,-4.8367390632629395,18.347576141357422,40.3858528137207,12.028850555419922,21.397653579711914,-43.06319808959961,-56.50777816772461,-51.48438262939453,-32.678260803222656,35.87879180908203,186.60389709472656,185.52389526367188,182.6719512939453,179.7184600830078,176.4735870361328,191.24827575683594
30,76,59,43,29,24,24,28,-62.73787307739258,-31.533626556396484,-4.835628509521484,18.351314544677734,40.391456604003906,12.062220573425293,20.14688491821289,-43.07001876831055,-56.51116180419922,-51.487274169921875,-32.68415451049805,35.800445556640625,185.36325073242188,185.5355682373047,182.67677307128906,179.724609375,176.47799682617188,191.2174530029297
29,78,69,46,32,27,23,27,-58.94846725463867,-31.52301597595215,-4.834523677825928,18.356042861938477,40.39914321899414,12.200387954711914,16.709121704101562,-43.082035064697266,-56.516597747802734,-51.49129867553711,-32.6929931640625,35.721580505371094,182.09774780273438,185.5540771484375,182.68321228027344,179.732177734375,176.48471069335938,190.9962615966797
31,67,73,46,30,28,20,27,-52.7832145690918,-31.512649536132812,-4.831365585327148,18.36100196838379,40.404537200927734,12.408907890319824,11.769074440002441,-43.09233474731445,-56.52094650268555,-51.49373245239258,-32.69911575317383,35.70628356933594,177.1047821044922,185.56578063964844,182.68804931640625,179.73814392089844,176.48983764648438,190.7189483642578
31,73,70,44,33,26,20,27,-44.361083984375,-31.501140594482422,-4.827407360076904,18.364002227783203,40.40928649902344,12.55933666229248,5.850881576538086,-43.10304641723633,-56.52542495727539,-51.49478530883789,-32.704830169677734,35.717105865478516,170.99818420410156,185.57774353027344,182.6938934326172,179.7417449951172,176.49427795410156,190.64712524414062
32,74,67,41,32,28,20,30,-33.45286178588867,-31.48287010192871,-4.822050094604492,18.366592407226562,40.41508865356445,12.676774024963379,0.10879986733198166,-43.119102478027344,-56.53125762939453,-51.495094299316406,-32.71193313598633,35.74772262573242,165.38433837890625,185.59596252441406,182.70277404785156,179.74484252929688,176.49920654296875,190.71453857421875
32,78,72,50,38,32,22,28,-27.12790870666504,-31.46966552734375,-4.820163249969482,18.36768341064453,40.418312072753906,12.767007827758789,-1.8597742319107056,-43.1301155090332,-56.533241271972656,-51.494972229003906,-32.71561813354492,35.764190673828125,163.3878936767578,185.60887145996094,182.7062225341797,179.74610900878906,176.5015106201172,190.8112335205078
34,76,64,47,35,30,23,28,-21.598146438598633,-31.45515251159668,-4.819148540496826,18.368572235107422,40.420719146728516,12.886157035827637,-2.7470765113830566,-43.14143371582031,-56.534175872802734,-51.49479675292969,-32.71784210205078,35.77318572998047,162.15415954589844,185.6234130859375,182.70811462402344,179.7471160888672,176.50328063964844,191.00015258789062
31,69,63,44,32,30,25,27,-16.79186248779297,-31.439334869384766,-4.8183979988098145,18.37034797668457,40.424591064453125,13.03731632232666,-3.0789997577667236,-43.15253829956055,-56.53472900390625,-51.494346618652344,-32.720645904541016,35.7952766418457,161.87562561035156,185.6378936767578,182.7095184326172,179.74920654296875,176.50643920898438,191.25999450683594
32,81,62,45,30,31,26,27,-14.149593353271484,-31.43145179748535,-4.818109512329102,18.372106552124023,40.42817687988281,13.098865509033203,-2.9449543952941895,-43.15740203857422,-56.534881591796875,-51.49388122558594,-32.72291564941406,35.81568908691406,161.60520935058594,185.6439666748047,182.7100067138672,179.7513885498047,176.50955200195312,191.31417846679688
33,83,74,47,33,31,25,25,-11.940043449401855,-31.424592971801758,-4.81790018081665,18.374441146850586,40.4327278137207,13.15689754486084,-2.633194923400879,-43.16136169433594,-56.53496551513672,-51.49327850341797,-32.72562789916992,35.82754898071289,161.23806762695312,185.64903259277344,182.71034240722656,179.7543487548828,176.51356506347656,191.3621368408203
32,82,72,41,25,29,23,26,-9.133578300476074,-31.41614532470703,-4.817423343658447,18.379596710205078,40.44160461425781,13.31638240814209,-2.021796941757202,-43.16575622558594,-56.535125732421875,-51.49234390258789,-32.73079299926758,35.78395080566406,161.0849609375,185.65631103515625,182.711181640625,179.76171875,176.52188110351562,191.8058319091797
30,81,74,46,26,28,24,25,-7.819596290588379,-31.412757873535156,-4.816741466522217,18.384109497070312,40.448692321777344,13.361186027526855,-1.7151685953140259,-43.167198181152344,-56.535301208496094,-51.491844177246094,-32.734981536865234,35.77839279174805,160.89315795898438,185.6591339111328,182.71237182617188,179.76876831054688,176.52882385253906,191.88479614257812
31,80,71,46,31,26,23,26,-7.142920970916748,-31.40947151184082,-4.816123962402344,18.389083862304688,40.45621109008789,13.396697998046875,-1.635658621788025,-43.168296813964844,-56.53542709350586,-51.49147415161133,-32.73949432373047,35.7764892578125,160.89540100097656,185.6611785888672,182.71337890625,179.77664184570312,176.53619384765625,191.92344665527344
29,74,77,48,32,26,21,27,-6.21560525894165,-31.403175354003906,-4.815008163452148,18.396602630615234,40.46748352050781,13.422271728515625,-1.5334478616714478,-43.170013427734375,-56.53568649291992,-51.491188049316406,-32.74634552001953,35.77751922607422,160.873779296875,185.66387939453125,182.7151641845703,179.7882080078125,176.547119140625,191.94615173339844
29,77,70,48,29,24,23,27,-5.826827526092529,-31.397369384765625,-4.813951015472412,18.401203155517578,40.47465896606445,13.437952041625977,-1.5120065212249756,-43.17140197753906,-56.535980224609375,-51.49116897583008,-32.750736236572266,35.77854537963867,160.92576599121094,185.66534423828125,182.7168426513672,179.79505920410156,176.55393981933594,191.9555206298828
33,82,69,51,31,23,23,26,-5.42102575302124,-31.389841079711914,-4.813305854797363,18.40533447265625,40.48140335083008,13.451601028442383,-1.4811067581176758,-43.17307662963867,-56.53618621826172,-51.49125289916992,-32.754886627197266,35.77912902832031,160.98822021484375,185.6662139892578,182.71788024902344,179.8009796142578,176.5602264404297,191.95306396484375
